id,time,lng,lat
742191,2025-08-03 06:48:53,120.265671,30.442293
742191,2025-08-03 06:53:28,120.264786,30.441536
742191,2025-08-03 06:53:30,120.264771,30.441532
742191,2025-08-03 06:53:33,120.264763,30.441517
742191,2025-08-03 06:53:35,120.264763,30.441507
742191,2025-08-03 06:53:37,120.264771,30.441507
742191,2025-08-03 06:53:39,120.264771,30.441507
742191,2025-08-03 06:53:41,120.264771,30.441507
742191,2025-08-03 06:53:43,120.264771,30.441509
742191,2025-08-03 06:53:45,120.264771,30.441511
742191,2025-08-03 06:53:47,120.264771,30.441511
742191,2025-08-03 06:53:49,120.264771,30.441517
742191,2025-08-03 06:53:51,120.264771,30.441517
742191,2025-08-03 06:53:54,120.264778,30.441513
742191,2025-08-03 06:53:56,120.264786,30.441517
742191,2025-08-03 06:53:58,120.264793,30.441517
742191,2025-08-03 06:54:00,120.264801,30.441517
742191,2025-08-03 06:54:02,120.264801,30.441517
742191,2025-08-03 06:54:04,120.264801,30.441517
742191,2025-08-03 06:54:06,120.264809,30.441517
742191,2025-08-03 06:54:08,120.264809,30.441517
742191,2025-08-03 06:54:10,120.264816,30.441519
742191,2025-08-03 06:54:12,120.264816,30.441521
742191,2025-08-03 06:54:15,120.264816,30.441525
742191,2025-08-03 06:54:17,120.264824,30.441525
742191,2025-08-03 06:54:19,120.264824,30.441525
742191,2025-08-03 06:54:21,120.264832,30.441526
742191,2025-08-03 06:54:23,120.264839,30.441528
742191,2025-08-03 06:54:25,120.264839,30.441528
742191,2025-08-03 06:54:27,120.264847,30.441528
742191,2025-08-03 06:54:29,120.264847,30.441528
742191,2025-08-03 06:54:31,120.264847,30.441528
742191,2025-08-03 06:54:36,120.264847,30.441528
742191,2025-08-03 06:54:38,120.264847,30.441528
742191,2025-08-03 06:54:40,120.264847,30.441530
742191,2025-08-03 06:54:42,120.264839,30.441528
742191,2025-08-03 06:54:46,120.264839,30.441528
742191,2025-08-03 06:54:50,120.264839,30.441528
742191,2025-08-03 06:54:52,120.264839,30.441528
742191,2025-08-03 06:54:54,120.264839,30.441528
742191,2025-08-03 06:54:57,120.264839,30.441526
742191,2025-08-03 06:54:59,120.264839,30.441525
742191,2025-08-03 06:55:01,120.264839,30.441523
742191,2025-08-03 06:55:03,120.264839,30.441525
742191,2025-08-03 06:55:05,120.264847,30.441525
742191,2025-08-03 06:55:07,120.264847,30.441526
742191,2025-08-03 06:55:09,120.264839,30.441528
742191,2025-08-03 06:55:11,120.264839,30.441528
742191,2025-08-03 06:55:13,120.264839,30.441530
742191,2025-08-03 06:55:15,120.264839,30.441532
742191,2025-08-03 06:55:18,120.264839,30.441532
742191,2025-08-03 06:55:20,120.264839,30.441534
742191,2025-08-03 06:55:22,120.264832,30.441536
742191,2025-08-03 06:55:24,120.264832,30.441536
742191,2025-08-03 06:55:26,120.264824,30.441534
742191,2025-08-03 06:55:28,120.264824,30.441532
742191,2025-08-03 06:55:30,120.264824,30.441532
742191,2025-08-03 06:55:32,120.264824,30.441528
742191,2025-08-03 06:55:34,120.264824,30.441528
742191,2025-08-03 06:55:36,120.264824,30.441526
742191,2025-08-03 06:55:39,120.264824,30.441526
742191,2025-08-03 06:55:41,120.264824,30.441525
742191,2025-08-03 06:55:43,120.264816,30.441525
742191,2025-08-03 06:55:47,120.264816,30.441525
742191,2025-08-03 06:55:49,120.264816,30.441526
742191,2025-08-03 06:55:51,120.264816,30.441528
742191,2025-08-03 06:55:53,120.264816,30.441528
742191,2025-08-03 06:55:55,120.264809,30.441530
742191,2025-08-03 06:55:57,120.264809,30.441532
742191,2025-08-03 06:56:00,120.264809,30.441536
742191,2025-08-03 06:56:02,120.264809,30.441534
742191,2025-08-03 06:56:04,120.264801,30.441536
742191,2025-08-03 06:56:06,120.264801,30.441536
742191,2025-08-03 06:56:08,120.264801,30.441536
742191,2025-08-03 06:56:10,120.264801,30.441536
742191,2025-08-03 06:56:12,120.264801,30.441536
742191,2025-08-03 06:56:14,120.264801,30.441532
742191,2025-08-03 06:56:16,120.264801,30.441532
742191,2025-08-03 06:56:18,120.264793,30.441530
742191,2025-08-03 06:56:21,120.264793,30.441528
742191,2025-08-03 06:56:23,120.264793,30.441526
742191,2025-08-03 06:56:25,120.264793,30.441523
742191,2025-08-03 06:56:27,120.264793,30.441521
742191,2025-08-03 06:56:29,120.264793,30.441517
742191,2025-08-03 06:56:31,120.264801,30.441517
742191,2025-08-03 06:56:33,120.264801,30.441517
742191,2025-08-03 06:56:35,120.264801,30.441517
742191,2025-08-03 06:56:37,120.264801,30.441517
742191,2025-08-03 06:56:39,120.264801,30.441511
742191,2025-08-03 06:56:42,120.264801,30.441511
742191,2025-08-03 06:56:44,120.264809,30.441511
742191,2025-08-03 06:56:46,120.264809,30.441511
742191,2025-08-03 06:56:48,120.264809,30.441513
742191,2025-08-03 06:56:52,120.264801,30.441511
742191,2025-08-03 06:56:54,120.264801,30.441511
742191,2025-08-03 06:56:56,120.264801,30.441511
742191,2025-08-03 06:56:58,120.264801,30.441513
742191,2025-08-03 06:57:00,120.264801,30.441517
742191,2025-08-03 06:57:05,120.264801,30.441511
742191,2025-08-03 06:57:07,120.264801,30.441511
742191,2025-08-03 06:57:09,120.264801,30.441511
742191,2025-08-03 06:57:11,120.264801,30.441511
742191,2025-08-03 06:57:13,120.264801,30.441511
742191,2025-08-03 06:57:15,120.264801,30.441511
742191,2025-08-03 06:57:17,120.264809,30.441517
742191,2025-08-03 06:57:19,120.264809,30.441517
742191,2025-08-03 06:57:21,120.264809,30.441517
742191,2025-08-03 06:57:24,120.264816,30.441517
742191,2025-08-03 06:57:26,120.264816,30.441519
742191,2025-08-03 06:57:28,120.264816,30.441519
742191,2025-08-03 06:57:30,120.264816,30.441521
742191,2025-08-03 06:57:32,120.264824,30.441521
742191,2025-08-03 06:57:34,120.264824,30.441521
742191,2025-08-03 06:57:36,120.264824,30.441521
742191,2025-08-03 06:57:38,120.264832,30.441521
742191,2025-08-03 06:57:40,120.264832,30.441521
742191,2025-08-03 06:57:42,120.264832,30.441521
742191,2025-08-03 06:57:47,120.264832,30.441523
742191,2025-08-03 06:57:49,120.264832,30.441521
742191,2025-08-03 06:57:51,120.264832,30.441521
742191,2025-08-03 06:57:55,120.264832,30.441521
742191,2025-08-03 06:57:59,120.264832,30.441521
742191,2025-08-03 06:58:01,120.264824,30.441519
742191,2025-08-03 06:58:03,120.264824,30.441519
742191,2025-08-03 06:58:06,120.264824,30.441519
742191,2025-08-03 06:58:08,120.264824,30.441519
742191,2025-08-03 06:58:10,120.264816,30.441521
742191,2025-08-03 06:58:12,120.264816,30.441521
742191,2025-08-03 06:58:14,120.264816,30.441519
742191,2025-08-03 06:58:16,120.264816,30.441519
742191,2025-08-03 06:58:18,120.264816,30.441521
742191,2025-08-03 06:58:20,120.264809,30.441521
742191,2025-08-03 06:58:22,120.264809,30.441521
742191,2025-08-03 06:58:24,120.264809,30.441519
742191,2025-08-03 06:58:27,120.264809,30.441517
742191,2025-08-03 06:58:29,120.264809,30.441517
742191,2025-08-03 06:58:31,120.264801,30.441517
742191,2025-08-03 06:58:33,120.264801,30.441517
742191,2025-08-03 06:58:35,120.264801,30.441517
742191,2025-08-03 06:58:37,120.264801,30.441517
742191,2025-08-03 06:58:39,120.264801,30.441521
742191,2025-08-03 06:58:41,120.264801,30.441525
742191,2025-08-03 06:58:43,120.264801,30.441525
742191,2025-08-03 06:58:45,120.264801,30.441525
742191,2025-08-03 06:58:48,120.264801,30.441525
742191,2025-08-03 06:58:50,120.264801,30.441525
742191,2025-08-03 06:58:52,120.264801,30.441521
742191,2025-08-03 06:58:54,120.264801,30.441525
742191,2025-08-03 06:58:56,120.264809,30.441525
742191,2025-08-03 06:58:58,120.264809,30.441528
742191,2025-08-03 06:59:00,120.264809,30.441528
742191,2025-08-03 06:59:02,120.264809,30.441532
742191,2025-08-03 06:59:04,120.264809,30.441532
742191,2025-08-03 06:59:06,120.264816,30.441532
742191,2025-08-03 06:59:09,120.264816,30.441534
742191,2025-08-03 06:59:11,120.264816,30.441536
742191,2025-08-03 06:59:13,120.264816,30.441540
742191,2025-08-03 06:59:15,120.264816,30.441544
742191,2025-08-03 06:59:17,120.264816,30.441544
742191,2025-08-03 06:59:19,120.264824,30.441547
742191,2025-08-03 06:59:21,120.264824,30.441545
742191,2025-08-03 06:59:23,120.264824,30.441545
742191,2025-08-03 06:59:25,120.264824,30.441544
742191,2025-08-03 06:59:27,120.264824,30.441540
742191,2025-08-03 06:59:30,120.264824,30.441540
742191,2025-08-03 06:59:34,120.264824,30.441540
742191,2025-08-03 06:59:36,120.264824,30.441540
742191,2025-08-03 06:59:38,120.264832,30.441540
742191,2025-08-03 06:59:40,120.264832,30.441540
742191,2025-08-03 06:59:42,120.264832,30.441540
742191,2025-08-03 06:59:44,120.264832,30.441540
742191,2025-08-03 06:59:46,120.264832,30.441540
742191,2025-08-03 06:59:48,120.264832,30.441538
742191,2025-08-03 06:59:51,120.264824,30.441538
742191,2025-08-03 06:59:53,120.264824,30.441536
742191,2025-08-03 06:59:55,120.264824,30.441532
742191,2025-08-03 06:59:57,120.264824,30.441532
742191,2025-08-03 06:59:59,120.264816,30.441528
742191,2025-08-03 07:00:01,120.264816,30.441528
742191,2025-08-03 07:00:03,120.264816,30.441528
742191,2025-08-03 07:00:07,120.264816,30.441528
742191,2025-08-03 07:00:09,120.264816,30.441526
742191,2025-08-03 07:00:12,120.264809,30.441525
742191,2025-08-03 07:00:14,120.264816,30.441525
742191,2025-08-03 07:00:16,120.264816,30.441521
742191,2025-08-03 07:00:18,120.264816,30.441521
742191,2025-08-03 07:00:20,120.264816,30.441519
742191,2025-08-03 07:00:24,120.264809,30.441521
742191,2025-08-03 07:00:26,120.264809,30.441525
742191,2025-08-03 07:00:28,120.264809,30.441526
742191,2025-08-03 07:00:30,120.264809,30.441528
742191,2025-08-03 07:00:33,120.264809,30.441530
742191,2025-08-03 07:00:35,120.264809,30.441532
742191,2025-08-03 07:00:37,120.264809,30.441534
742191,2025-08-03 07:00:41,120.264801,30.441534
742191,2025-08-03 07:00:43,120.264801,30.441534
742191,2025-08-03 07:00:45,120.264801,30.441532
742191,2025-08-03 07:00:47,120.264801,30.441534
742191,2025-08-03 07:00:49,120.264801,30.441534
742191,2025-08-03 07:00:51,120.264801,30.441532
742191,2025-08-03 07:00:54,120.264801,30.441528
742191,2025-08-03 07:00:56,120.264771,30.441525
742191,2025-08-03 07:00:58,120.264679,30.441587
742191,2025-08-03 07:01:00,120.264626,30.441660
742191,2025-08-03 07:01:02,120.264534,30.441751
742191,2025-08-03 07:01:04,120.264450,30.441864
742191,2025-08-03 07:01:06,120.264336,30.442032
742191,2025-08-03 07:01:08,120.264191,30.442236
742191,2025-08-03 07:01:10,120.264053,30.442451
742191,2025-08-03 07:01:12,120.263947,30.442636
742191,2025-08-03 07:01:15,120.263824,30.442808
742191,2025-08-03 07:01:17,120.263725,30.442945
742191,2025-08-03 07:01:19,120.263641,30.443064
742191,2025-08-03 07:01:21,120.263611,30.443111
742191,2025-08-03 07:01:23,120.263588,30.443142
742191,2025-08-03 07:01:25,120.263573,30.443157
742191,2025-08-03 07:01:27,120.263565,30.443159
742191,2025-08-03 07:01:29,120.263573,30.443159
742191,2025-08-03 07:01:31,120.263565,30.443159
742191,2025-08-03 07:01:33,120.263573,30.443159
742191,2025-08-03 07:01:36,120.263573,30.443159
742191,2025-08-03 07:01:38,120.263573,30.443159
742191,2025-08-03 07:01:42,120.263565,30.443167
742191,2025-08-03 07:01:44,120.263550,30.443199
742191,2025-08-03 07:01:46,120.263519,30.443253
742191,2025-08-03 07:01:48,120.263496,30.443300
742191,2025-08-03 07:01:50,120.263451,30.443354
742191,2025-08-03 07:01:52,120.263359,30.443388
742191,2025-08-03 07:01:54,120.263245,30.443388
742191,2025-08-03 07:01:57,120.263123,30.443356
742191,2025-08-03 07:01:59,120.262993,30.443310
742191,2025-08-03 07:02:01,120.262741,30.443195
742191,2025-08-03 07:02:03,120.262535,30.443108
742191,2025-08-03 07:02:05,120.262260,30.443008
742191,2025-08-03 07:02:07,120.261932,30.442881
742191,2025-08-03 07:02:09,120.261642,30.442749
742191,2025-08-03 07:02:11,120.261353,30.442617
742191,2025-08-03 07:02:13,120.261078,30.442490
742191,2025-08-03 07:02:15,120.260765,30.442352
742191,2025-08-03 07:02:18,120.260475,30.442221
742191,2025-08-03 07:02:20,120.260277,30.442131
742191,2025-08-03 07:02:22,120.260124,30.442060
742191,2025-08-03 07:02:24,120.260094,30.442053
742191,2025-08-03 07:02:26,120.260094,30.442047
742191,2025-08-03 07:02:28,120.260094,30.442043
742191,2025-08-03 07:02:30,120.260094,30.442043
742191,2025-08-03 07:02:34,120.260094,30.442043
742191,2025-08-03 07:02:36,120.260094,30.442043
742191,2025-08-03 07:02:39,120.260101,30.442039
742191,2025-08-03 07:02:41,120.260086,30.442028
